,disposition,period,time0bk,impact,duration,depth,ror,srho,prad,sma,incl,teq,insol,dor,ldm_coeff2,ldm_coeff1,count,tce_plnt_num,steff,slogg,smet,srad,smass,ra,dec,kepmag,hmag
448,FALSE POSITIVE,2.7532402111321477,6.5723403879027575,0.8419431712297625,1.8222973941066658,8.299186486068363,0.052358074595993453,0.24101000360925104,2.3751845367524065,0.0771,84.12,903.0,5.747745738104916,2.9182047243879077,0.2889,0.3511,1,1.0,5887.0,4.499,-0.08,0.8317321802431175,0.998,294.02725,41.675968,15.452,13.891
449,FALSE POSITIVE,4.0860990690449555,5.75185351329123,0.839033020698728,3.8157768409554578,7.35103026056091,0.03285408927863153,0.0017999990280014172,1.992835764939741,0.1792,77.61,557.0,3.8177557770355306,2.183647264608699,0.186,0.5256,2,1.0,5334.0,4.372,0.16,0.8841991876055963,0.865,297.75311,41.675991,15.259,13.452
450,CANDIDATE,2.3745708515050254,6.5712382774467315,0.04298675984684705,1.939148253348995,7.108899258805037,0.022480106545737025,1.0275090985227489,1.5542118217085754,0.0601,89.8,1007.0,6.186089394279575,3.1982988273716333,0.2622,0.4035,3,1.0,5831.0,4.517,0.0,0.8243948381240842,1.016,290.21518,41.77597,15.808,14.14
451,FALSE POSITIVE,0.6859775914145676,5.575563935562278,1.0538247603460846,0.9183512621140979,8.292197989470441,0.3097919894398993,0.4568515013569098,3.9770378082226983,0.0152,58.26,1730.0,8.356221355124223,1.6055849163070397,0.2434,0.4341,1,1.0,5496.0,4.592,-0.24,0.7138175250758096,0.869,291.07126,38.999039,14.489,12.796
452,FALSE POSITIVE,1.8146720005111256,5.585557309994005,1.026175922490699,2.014029289839916,7.381253185386816,0.24448122695656016,0.02010864479205847,3.776040914637583,0.0392,54.96,1101.0,6.545495391916551,1.4960482832816315,0.2396,0.4415,1,1.0,5497.0,4.577,-0.1,0.7396806584853419,0.907,294.07071,38.981331,15.381,13.662
453,FALSE POSITIVE,1.7477944532554603,5.5852220553516405,1.0507126829821227,1.630236747993881,7.499866221348535,0.2827340249911491,0.0506982787802825,4.9004293053821035,0.0406,62.83,1934.0,8.796202789131778,1.7362775864618003,0.2949,0.3354,1,1.0,6028.0,3.835,-0.32,1.5075073554839893,1.148,295.94055,38.876389,14.216,12.897
454,FALSE POSITIVE,0.38420498101793477,5.8782334386752355,1.0337756182031372,1.824752112281228,7.499423596847445,0.2583475592050642,0.24992988509739586,3.8312831599698622,0.0101,15.47,2216.0,9.34949518112755,1.0624983972525992,0.2711,0.3858,1,1.0,5628.0,4.575,-0.22,0.738903024410141,0.903,294.61893,38.611889,15.856,14.095
455,CANDIDATE,2.797635351864343,6.582585264909812,0.828068081488384,2.070665871150956,7.455067445983899,0.033259867545750665,0.11402276736687457,1.9063699084526473,0.0779,82.8,858.0,5.5448020135329426,2.697821538034707,0.2676,0.3928,1,1.0,5705.0,4.499,-0.06,0.812578789404524,0.943,293.87363,38.922482,15.24,13.698
457,CANDIDATE,3.2642244077495173,5.617740056590053,0.6673503884226151,1.884328181798171,6.159522597990089,0.01511042497894834,1.034097616498936,1.1667043308708802,0.1075,88.16,734.0,4.92236699568824,3.7977881245487066,0.2676,0.3928,3,2.0,5830.0,4.54,-0.14,0.7909211156493196,0.97,290.72867,37.252651,14.246,12.759
458,CANDIDATE,2.1647721230780594,5.582471359842535,0.8614353644922487,1.7352518630700455,6.163740196422017,0.019692727157224105,0.05662972725541521,1.4960482832816315,0.0492,75.22,1046.0,6.34078560247341,2.047570011094357,0.186,0.5256,1,1.0,5300.0,4.385,0.18,0.8714393634370027,0.861,291.14249,37.061321,14.613,12.909
459,FALSE POSITIVE,3.9497609179638205,5.735821913521084,1.0287141228604835,3.3740403096913205,7.657755494264954,0.25408135940723636,0.0022299981517429693,3.7991317649838527,0.1649,73.51,521.0,3.548719324165079,2.1650167641453284,0.2043,0.4966,1,1.0,5372.0,4.584,-0.06,0.7295417326554281,0.892,293.71075,38.983608,14.576,12.873
460,FALSE POSITIVE,3.94976120674625,5.735826174728496,1.0475930126492587,3.3858755324771272,8.30295988762787,0.2991099400498126,0.0037499912109931178,3.8963064816256296,0.1598,75.84,494.0,3.3398694020524067,2.3337860487932836,0.2075,0.49,1,1.0,5198.0,4.604,-0.18,0.6867348892165648,0.813,293.67657,38.991379,15.342,13.512
462,FALSE POSITIVE,3.445522417260767,5.68627957600151,0.870727111678741,1.6388422845067998,9.23881121339837,0.11257010074645779,1.0187230190372396,4.002563076415583,0.1382,87.74,1060.0,6.392824027856246,3.9124227656412556,0.2865,0.3671,1,1.0,5996.0,3.901,0.24,1.5383161461639974,1.43,289.87347,43.203838,13.439,12.111
463,FALSE POSITIVE,2.099703606907437,5.588299407237816,0.75361315412905,2.189303811938606,10.640699464830451,0.1496320043810434,0.20945512044361356,3.523694924155028,0.0511,81.58,1232.0,6.991950202802846,2.4323694662331743,0.302,0.319,1,1.0,6210.0,4.45,-0.1,0.9045166723321573,1.093,295.03925,44.191059,15.472,13.952
464,CANDIDATE,2.443777957951823,6.5652903618467064,0.09585315219574571,1.8621948398124524,10.110095136864038,0.10087383878885806,1.4690234849616648,2.9249699609561626,0.0597,89.64,943.0,5.925705734845328,3.419323263487397,0.2787,0.3728,1,1.0,5695.0,4.526,-0.28,0.7651298773827686,0.869,299.78632,44.16954,15.623,13.888
465,FALSE POSITIVE,5.913633988380517,6.30330170280195,0.8841991876055963,2.287274767104745,11.37474327426211,0.3278197988826136,2.9073392626465875,4.601664399086173,0.6712,89.77,379.0,2.290634190589102,6.233080357631078,0.2865,0.3671,1,1.0,6025.0,4.237,0.16,1.1186503330217914,1.18,296.30942,44.165741,14.685,13.268
466,FALSE POSITIVE,1.7855027683577434,6.804077667826694,0.8578455082901835,1.8736710304916606,7.802781682502935,0.04387692011978126,0.05523191429829184,3.358108966813682,0.0441,70.55,2170.0,9.25722396697998,1.7895950931016227,0.2933,0.3271,1,1.0,5970.0,3.619,-0.42,1.8165473830684074,1.359,300.867,44.14529,15.036,13.254
467,CANDIDATE,2.8602369931676095,6.572450666135688,0.48121182505960347,1.7988169338783786,7.6731303099123,0.03031135821637943,1.4964023200934153,1.7732195744116108,0.0772,88.6,748.0,4.999012979902823,3.7092822713042057,0.1451,0.582,2,1.0,5074.0,4.474,0.16,0.781110915598873,0.809,287.5932,44.17942,15.07,13.301
468,CANDIDATE,2.7922363502719856,6.575589981744275,0.3498213211212396,2.026281350607259,6.105244539345741,0.013794562501392077,0.9734223520135281,1.1321558865374093,0.0796,88.71,875.0,5.62410273649241,3.4554195610626284,0.2622,0.4035,3,2.0,5831.0,4.517,0.0,0.8243948381240842,1.016,290.21518,41.77597,15.808,14.14
469,CANDIDATE,1.7654976660476545,6.56192423141902,0.32428629513746327,1.828204201034174,5.805746258569571,0.011851722542654423,0.702719545114204,1.009555514259918,0.0395,87.25,1242.0,7.025503548629561,2.6255666468278,0.2622,0.4035,3,3.0,5831.0,4.517,0.0,0.8243948381240842,1.016,290.21518,41.77597,15.808,14.14
470,CANDIDATE,0.8634911025992841,5.584083682074957,0.11971385039877737,1.2590630578888775,5.979398368556078,0.012715657335819908,1.4521181405864285,0.9901117287927003,0.0187,88.53,1612.0,8.074568222283109,2.2443201404178,0.2327,0.4526,1,1.0,5487.0,4.563,0.0,0.7574615062788161,0.924,291.43329,41.703442,13.507,11.823
471,CANDIDATE,2.292077723081807,5.586502267990873,0.619589583723484,1.3562536537998267,6.307737396652855,0.01598731894651843,1.883912290304567,1.1836177644700643,0.0523,87.63,904.0,5.755309100591416,3.4648379395624502,0.1496,0.5746,1,1.0,5093.0,4.483,0.08,0.7689499229245321,0.794,287.27264,41.635559,15.456,13.425
472,FALSE POSITIVE,1.7389378589773847,5.600159054099142,0.7326682560454109,1.741187339643952,11.265566062560904,0.20460738850463966,0.7589060417089883,3.6919976416781637,0.0378,83.39,1231.0,6.989207075064578,2.636597484598717,0.2676,0.3928,1,1.0,5747.0,4.514,-0.1,0.8021623028263659,0.948,282.60336,44.28698,15.235,13.572
473,FALSE POSITIVE,1.4045734639032337,5.5958020538189235,0.8397611031253642,1.9068641760936798,9.658762797266858,0.11142031916365963,0.1138836714483035,3.3067634181378205,0.0318,70.39,1646.0,8.14929559094067,1.7555806494646795,0.3029,0.3239,2,1.0,6289.0,4.407,0.02,0.9624009907612621,1.164,301.01672,44.233841,14.446,13.121
474,FALSE POSITIVE,2.0903783057867997,5.60233528910268,0.7130273013671505,1.6078983575516508,6.636735366935729,0.019664732577884092,0.6703127345967962,1.9150581205742698,0.0495,84.74,1374.0,7.4294974558576135,2.8319711989233594,0.2286,0.4641,3,1.0,5570.0,4.066,0.16,1.2210972603525334,1.019,292.92276,38.47728,15.035,13.458
475,FALSE POSITIVE,0.6060137239693721,5.5908851011550995,1.0114841181302896,1.2309321827945328,6.817175099358988,0.2136264366258389,0.1262245512161832,3.6647304774753224,0.0142,31.89,2011.0,8.949731183332064,1.140884804920883,0.2979,0.3238,1,1.0,5958.0,4.561,-0.42,0.7559232999908142,0.917,292.35287,38.942471,15.103,13.612
476,CANDIDATE,3.472205394217644,5.6311661334426075,0.6095466603764004,2.4465634080935987,7.086404129974233,0.023569817624491108,0.3526735567401175,1.943507380182802,0.1281,87.82,875.0,5.62504083228734,3.5283982087106196,0.303,0.3166,4,1.0,6157.0,4.224,-0.08,1.0966106874411246,1.08,292.47971,38.514919,15.319,14.027
477,CANDIDATE,3.027704909388732,5.654201827824898,0.003999989333410133,2.2896319360341195,6.298217066343572,0.015114424522221039,0.7178889995170334,1.529660495090404,0.0951,89.99,1015.0,6.220792908331355,3.4889192628160894,0.303,0.3166,4,3.0,6157.0,4.224,-0.08,1.0966106874411246,1.08,292.47971,38.514919,15.319,14.027
478,CANDIDATE,4.267814600942297,5.669942259252392,0.5773808916491501,2.6966139530910356,6.8484309388722275,0.020761508460278768,0.400016348713325,1.824752112281228,0.2178,88.84,671.0,4.56362318101957,4.101263103088904,0.303,0.3166,4,2.0,6157.0,4.224,-0.08,1.0966106874411246,1.08,292.47971,38.514919,15.319,14.027
480,FALSE POSITIVE,5.779445589493188,6.059310878926416,0.263925289597082,2.3714898394103168,12.075394321920525,0.2698027500319687,3.560931086163841,4.280738820389412,0.607,89.95,375.0,2.2476689494864543,6.362341187189296,0.2826,0.3729,1,1.0,6018.0,4.327,0.18,1.0236327363862816,1.142,291.38269,37.07299,15.661,14.111
481,CANDIDATE,3.5015339364783604,5.677811875995426,0.1632736005308924,2.1569895430970836,7.88713362076022,0.03253126181617773,1.402465344672953,1.6619851802001797,0.1155,89.69,548.0,3.7509969448502223,4.10324680201412,0.1646,0.5508,2,1.0,4987.0,4.602,-0.18,0.6657250107322317,0.749,292.46976,37.567791,15.391,13.531
482,CANDIDATE,4.5504649944496425,5.713190024969519,0.41774349944156297,1.7218267521241044,7.5299436587220505,0.02792337114823993,3.4880787913103335,1.5213531182383162,0.2326,89.8,386.0,2.360324576243438,5.518271889417983,0.1646,0.5508,2,2.0,4987.0,4.602,-0.18,0.6657250107322317,0.749,292.46976,37.567791,15.391,13.531
483,FALSE POSITIVE,0.7764823387144673,5.588574222736092,0.5289823494921831,1.083197855315019,5.102339480112964,0.00863989250818686,1.4533734736244177,0.7482095630948231,0.0174,82.56,1881.0,8.686368745057974,2.160476470604024,0.2965,0.3342,1,1.0,6021.0,4.537,-0.34,0.7886628259356132,0.958,291.07446,37.744389,13.098,11.673
484,CANDIDATE,4.402139479789467,5.741190426980444,0.015999317411964552,3.269873502499121,6.442224181613822,0.01621228978877672,0.1588017147166177,2.021866465928746,0.2641,89.96,772.0,5.121018992041782,3.8767422591680094,0.3061,0.3279,2,1.0,6207.0,3.963,0.24,1.4861922843897968,1.472,292.04462,37.37624,13.038,11.692
485,CANDIDATE,1.6348939087227206,6.5650723722247974,0.5464026225748524,1.2671277036025321,6.425519735471239,0.01655724348279631,1.7670991902820046,1.2275909583814146,0.0333,86.61,1139.0,6.680655480727136,2.9689445389650895,0.1451,0.582,2,2.0,5074.0,4.474,0.16,0.781110915598873,0.809,287.5932,44.17942,15.07,13.301
486,CANDIDATE,1.6924077973683334,5.578271234808316,0.7177629052183991,1.1306365580276565,8.55910263127736,0.052020534385047876,1.7966336187351095,2.3337860487932836,0.0368,85.62,1164.0,6.766907070771182,3.0198787436784933,0.1828,0.5324,1,1.0,5340.0,4.514,0.36,0.8081234566862229,0.963,288.0383,50.651611,13.687,12.052
487,CANDIDATE,2.5886544082302976,6.5802718957573925,0.04298675984684705,2.01437013245109,7.001428584001409,0.021098434658420633,1.0103080086889409,1.8121028582817662,0.0678,89.82,1066.0,6.412313450871726,3.3351860595217073,0.2286,0.4641,3,1.0,5529.0,4.19,0.16,1.07478748336432,0.947,294.48438,44.166908,15.59,13.907
488,CANDIDATE,5.3727170742631944,6.562997403369464,0.002999995500018225,2.7816683209920523,7.934656848342491,0.03361566861753694,1.411323588206422,2.2621923771264507,0.4352,90.0,421.0,2.697821538034707,5.354436451933268,0.2286,0.4641,3,2.0,5529.0,4.19,0.16,1.07478748336432,0.947,294.48438,44.166908,15.59,13.907
490,FALSE POSITIVE,2.3606830588337444,6.571786147196622,1.051335705084184,2.2945336064622315,9.96401805449111,0.3808203345263178,0.08805615961817799,4.308292045864689,0.0575,75.6,952.0,5.961887875450267,2.321614388197157,0.2327,0.4526,1,1.0,5542.0,4.52,0.0,0.7879093164403127,0.919,294.99734,44.321388,15.756,14.06
491,CANDIDATE,2.965245477537252,5.52418849505744,0.19280326208616544,1.8988105495064231,7.5524475147129895,0.027625486053821632,1.614495316693826,1.6944587257021226,0.0845,89.51,736.0,4.9333740634719305,3.822576769207657,0.186,0.5256,3,1.0,5192.0,4.489,0.18,0.7886628259356132,0.856,299.13922,40.94902,13.04,11.292
492,FALSE POSITIVE,5.301376833233462,6.317387053092115,1.051335705084184,2.8599852627880957,9.296518076634035,0.3436651359983489,0.15732025921934611,4.079517103969308,0.3925,88.36,313.0,1.5542118217085754,4.47291128669066,0.153,0.5684,2,1.0,5055.0,4.566,0.0,0.7106543337488724,0.8,284.51962,44.453941,15.783,13.844
494,FALSE POSITIVE,0.8718809572717359,6.799270905365083,1.048841793555322,2.087947911387324,7.897891229345873,0.28682116879640385,0.05331473889566774,4.477011390339958,0.0197,26.63,2308.0,9.505941511265101,1.1379820462933672,0.3036,0.3098,1,1.0,6243.0,4.176,-0.26,1.1292324368744862,1.049,301.40067,44.318039,15.022,13.479
496,CANDIDATE,3.3425896420829835,5.655284214303404,0.741234786271788,2.015339609775457,7.136802008437523,0.025655185582492638,0.5603774867378599,1.7294206856702825,0.1159,87.47,739.0,4.948810185864287,3.606235450164927,0.2602,0.4096,3,2.0,5779.0,4.477,0.14,0.8628687970468113,1.037,293.56815,39.03632,15.368,13.867
497,CANDIDATE,4.577860502820055,5.841388775901819,0.8728627991221934,2.3995987628536297,7.157424516167914,0.038905184689082266,0.0844894432789446,2.1281199054760176,0.2642,87.42,489.0,3.302363524514775,3.7847057630994327,0.2602,0.4096,3,3.0,5779.0,4.477,0.14,0.8628687970468113,1.037,293.56815,39.03632,15.368,13.867
498,CANDIDATE,2.8247176485039733,5.6081034895886495,0.5455351545448086,2.546811317955041,6.522389033924272,0.01754909921753138,0.16632210935298153,1.4436354751788103,0.0835,86.16,984.0,6.0942969450824105,2.8413185653936104,0.3032,0.3147,1,1.0,6309.0,4.441,-0.18,0.9121465945657946,1.096,290.0004,38.53989,15.291,13.9
499,CANDIDATE,2.8527065689888738,5.634422581323558,0.048980412988748584,2.398265697110798,6.674310429698762,0.01799402895126863,0.45704133542314085,2.4901345283843863,0.0951,89.77,1419.0,7.558360508478549,3.2053667479739842,0.268,0.4033,1,1.0,5684.0,3.657,0.2,1.8328934299915578,1.536,295.97516,38.94664,14.507,13.091
501,CANDIDATE,5.6355709715323945,6.069437327360688,0.018998857019000864,3.6118094864572883,6.279650006694921,0.01494744338570875,0.19373579133720792,1.943507380182802,0.601,89.98,511.0,3.477259622416536,4.765659453907607,0.3061,0.3279,2,2.0,6207.0,3.963,0.24,1.4861922843897968,1.472,292.04462,37.37624,13.038,11.692
502,CANDIDATE,1.9606509889819046,5.583422319866618,0.07592702684649236,1.3537867767369034,5.5999160207552885,0.01044581003329513,2.332575403450377,0.9966250131511061,0.0435,89.71,1156.0,6.737229303098182,3.391808368308277,0.224,0.4695,1,1.0,5405.0,4.374,0.21,0.8968446925198801,0.902,290.68225,37.35511,13.615,11.883
503,FALSE POSITIVE,2.820236822024516,5.84218946611077,0.20848635007412886,2.71754081915612,10.935461339188405,0.15055953665071062,0.23822046962282462,4.390892091020559,0.089,88.75,1263.0,7.092740643950362,2.959061420702753,0.2245,0.4725,1,1.0,5463.0,3.79,0.34,1.6266086798191322,1.343,290.32791,37.726742,16.209,14.362
504,FALSE POSITIVE,1.3689937449489198,6.558831272399614,0.04498482632295066,1.7325460527229495,8.60215917836772,0.047291370377595614,0.7948125323751333,2.284605849126992,0.0298,89.53,1426.0,7.5746614118078135,2.3880113222846497,0.2602,0.4096,1,1.0,5751.0,4.508,0.14,0.8383045748123235,1.038,292.89935,37.656059,15.373,13.731
505,CANDIDATE,4.266184150985872,5.976538702817123,0.00899987850442846,2.831489800886583,9.134517094991615,0.06070071705389717,0.5629938079418197,2.3452444806057113,0.1916,89.98,456.0,3.016953019427571,4.223743482228885,0.1646,0.5508,1,1.0,5123.0,4.523,-0.2,0.7161859005843367,0.737,288.4165,41.0298,15.703,13.792
506,FALSE POSITIVE,0.9450009631332786,5.584968209474523,0.45331416106793737,1.3790240467698285,6.083136938654096,0.013797562215917712,0.9415467382620513,1.0723391851166206,0.0205,83.41,1611.0,8.063938217798874,2.116312746006072,0.2622,0.4035,1,1.0,5639.0,4.551,-0.02,0.7780796735369857,0.959,295.51108,44.109261,14.495,12.892
507,CANDIDATE,3.010884460250091,5.628467496699001,0.6955454527472448,1.9703802747886918,6.8615029913834364,0.021738287876776185,0.6105702112020116,1.421048551715278,0.0874,87.16,767.0,5.097094996339828,3.416179180694865,0.2787,0.3728,1,1.0,5676.0,4.548,-0.3,0.7482095630948231,0.865,290.5036,44.143581,14.743,13.156
508,FALSE POSITIVE,1.255853834425928,5.87790305252844,0.4342251438237163,1.607127759037637,5.338522224902141,0.009462858772988275,0.6999811165072783,1.0475930126492587,0.0259,84.54,1680.0,8.231163157923381,2.253918558251995,0.2357,0.4484,1,1.0,5580.0,4.223,-0.04,1.019170124830206,0.886,300.32898,44.151119,13.945,12.643
509,CANDIDATE,2.03750646650889,6.57121640827153,0.05297521847898622,2.0469859487380826,10.121819548468586,0.10249743739469941,0.7142045950044995,3.18392914432509,0.0493,89.64,1302.0,7.214872805127287,2.8198072611123877,0.302,0.319,1,1.0,6322.0,4.426,-0.12,0.9334249731743351,1.124,291.27563,47.329491,15.439,13.963
510,FALSE POSITIVE,1.1048573260274268,5.585582385411097,0.8021623028263659,1.4167051639955486,9.149018018098278,0.07384387094688095,0.3724865314503595,3.620246591198298,0.0256,74.4,2654.0,10.05838481258123,1.9133262489880851,0.2998,0.3069,1,1.0,6324.0,3.8,-0.4,1.575052787091967,1.23,299.70078,47.291752,13.056,11.614
511,FALSE POSITIVE,4.065016882351559,5.6501235671554175,1.0037525701261905,1.9437599314622225,9.472089068325909,0.2864620243620044,0.7858276926587363,3.418799934214104,0.1465,88.0,356.0,2.047570011094357,4.216779664740065,0.3253,0.3337,1,2.0,4457.0,4.767,-1.48,0.4641534673617055,0.494,297.39066,47.255711,15.187,12.969
512,FALSE POSITIVE,4.153744860763979,6.597706351639758,1.0637326771901383,1.791867571808711,9.095333491852724,0.3491930845392974,0.9121535117990671,4.271290079493289,0.1962,88.09,564.0,3.8703850601781973,4.336153974220415,0.2889,0.3511,1,1.0,5908.0,4.507,-0.12,0.8236590904324105,0.993,284.99738,44.410198,15.582,13.982
513,FALSE POSITIVE,2.0006861775217457,5.596215941913026,0.8600004983671399,2.4290521196860353,6.748995360314635,0.024714483965141636,0.009909837800122934,1.9034577110877458,0.0487,59.37,1434.0,7.602251798437649,1.3998598166457101,0.3103,0.2947,1,1.0,6506.0,4.336,-0.14,1.0268109394898706,1.171,296.29196,44.33226,13.055,11.805
514,FALSE POSITIVE,0.5283365843551964,5.586862654188635,1.0450917924681358,0.7995468390017705,7.638294810744984,0.2800923206738876,0.43312977484331316,5.271589002370561,0.0145,49.87,3689.0,11.378458320511509,1.4137236797266315,0.2841,0.3542,1,1.0,5679.0,3.565,-0.58,1.862419290099112,1.325,301.47577,44.319759,13.501,11.737
515,CANDIDATE,2.446069296414706,5.599772967099322,0.21826290743988225,1.4567509711285482,7.159914399282215,0.02312693835069511,2.4537590450974505,1.1263020415776634,0.0519,89.42,569.0,3.9019767491175794,3.7640608890651865,0.2238,0.5081,1,1.0,3968.0,4.714,-0.14,0.5237272764438171,0.567,282.72406,44.34647,15.95,13.209
516,CANDIDATE,2.0337032363277814,5.58676294921893,0.12666105718000029,1.566724095393874,6.727193610144507,0.018375965795070382,1.7283539021061127,1.2383354782289722,0.0453,89.43,977.0,6.065927843242761,3.2339379013927294,0.1959,0.5086,1,1.0,5311.0,4.588,-0.04,0.7232703819212485,0.884,287.47742,44.237511,15.764,13.852
517,FALSE POSITIVE,2.704561343668883,5.596680926345356,0.8585641973247808,1.8155965606271829,6.9981451133293975,0.028597102083022043,0.10226167406021666,1.732854656990129,0.0739,81.69,883.0,5.6638055024809075,2.5993006557712013,0.2676,0.3928,1,1.0,5815.0,4.54,-0.12,0.7916731330564357,0.973,296.30762,44.21146,15.24,13.647
518,CANDIDATE,2.5831286149250383,5.856728110389143,0.13657502086691536,1.8464059902942156,8.44199544134209,0.04287086665211251,1.4804786257716824,2.2222815243035696,0.0656,89.53,881.0,5.653413333916856,3.517488160090872,0.1828,0.5324,3,1.0,5188.0,4.4,0.32,0.8621522598814813,0.868,297.31598,46.023258,15.471,13.448
519,FALSE POSITIVE,3.8991129347170626,5.582489167148131,0.07293531882229701,2.6490795302551664,9.599987707304544,0.07627701288036934,0.6855057373446842,5.046815683577417,0.2322,89.85,1485.0,7.7411948849045285,4.052886465398107,0.1958,0.5281,2,1.0,5313.0,2.936,0.56,2.9289220875523196,2.736,297.00943,50.372318,13.224,12.042
520,CANDIDATE,1.6027453177070285,5.832865717115253,0.6378580537383017,1.392769933575487,7.251912700784039,0.025811133945332226,1.1192051999784414,1.732854656990129,0.0333,84.74,1237.0,7.009463947719828,2.7031711666423406,0.1828,0.5324,3,3.0,5188.0,4.4,0.32,0.8621522598814813,0.868,297.31598,46.023258,15.471,13.448
521,CANDIDATE,3.8989274710570596,5.93500864727049,0.7326682560454109,1.7725262291921835,8.47587111530051,0.05023986273020722,1.7586602700552163,2.377026866419682,0.1582,88.98,567.0,3.893459255154992,4.497708959569177,0.1828,0.5324,3,2.0,5188.0,4.4,0.32,0.8621522598814813,0.868,297.31598,46.023258,15.471,13.448
522,CANDIDATE,3.1386926935497517,5.857132718307689,0.3061930420752139,1.4463155413160445,7.906473700512226,0.03329984540498867,3.1388560516441397,1.786340199816898,0.0965,89.59,657.0,4.47655665233655,4.459121608091095,0.186,0.5256,1,1.0,5177.0,4.59,0.21,0.7311057564953947,0.91,284.68887,46.172249,15.386,13.496
523,CANDIDATE,2.73100400333485,5.60145003827438,0.026996720575701277,1.9407477799301123,8.420550172240562,0.04261410123345938,1.371230106149573,2.294633395839487,0.0729,89.91,899.0,5.731732350444303,3.576063036060979,0.186,0.5256,3,2.0,5356.0,4.338,0.2,0.9197347064380283,0.882,298.07944,44.746319,13.549,11.873
524,FALSE POSITIVE,4.114786132938095,6.6190654117794265,1.0563089722690762,1.9863923552846185,8.84563327707884,0.3314687383014132,0.4575113343981706,3.6733949385409597,0.1575,87.47,317.0,1.6017181762066455,4.046859396776109,0.2238,0.5081,1,1.0,3900.0,4.727,-0.1,0.5114137776320858,0.555,299.65094,40.973282,15.97,13.11
525,CANDIDATE,2.700155459866309,6.56666461891584,0.02999550182152426,2.0127173109516607,6.784458342297766,0.019168826067087433,1.0988982559532965,1.448098687687209,0.0745,89.89,938.0,5.903460122616357,3.4476934543083613,0.2889,0.3511,1,1.0,5922.0,4.474,-0.08,0.853525824380766,1.002,292.26291,37.236992,15.242,13.685
526,FALSE POSITIVE,7.0386687517247415,6.210364925893602,0.8229229760507099,2.1398859429227675,10.540276000126262,0.17267955325631476,3.928841703643103,4.356360368305714,1.317,89.93,296.0,1.3552868857510483,7.325149391922044,0.2327,0.4526,1,1.0,5367.0,3.783,-0.46,1.4688398688719588,0.935,291.69672,37.238041,14.645,12.937
527,FALSE POSITIVE,2.330412918365198,6.572385024796488,0.16031244332538688,2.008507783079764,6.230485322563709,0.014235519190451856,0.7977507495365326,0.9966250131511061,0.0521,89.14,844.0,5.478153240910505,3.062771941024856,0.1646,0.5508,1,1.0,5037.0,4.547,-0.2,0.6939469885668088,0.727,291.15338,36.678841,15.162,12.987
529,FALSE POSITIVE,0.9530157153800405,6.564089251131243,0.49902844445640293,0.828068081488384,6.454886522235441,0.016875199056932827,2.7676308670712895,1.1204203164435753,0.0196,86.27,1471.0,7.705073470760947,2.775231169465189,0.2521,0.421,1,1.0,5409.0,4.609,-0.3,0.6899441081325032,0.835,289.71466,47.34222,15.732,13.92
531,CANDIDATE,1.9247415925273954,5.597469287698539,0.05097791733690163,1.1722554018966054,7.835737555747997,0.03280711459670325,2.9978348108512467,1.2751890808989612,0.034,89.84,615.0,4.212643126886364,3.590593354540979,0.4418,0.2405,3,1.0,3789.0,4.781,-0.34,0.4451517591476823,0.467,299.83041,47.157459,15.438,12.675
532,CANDIDATE,2.6266386227548146,5.5766015622491745,0.7248405091285276,1.1199485681509256,8.090892616549562,0.04078369307485107,2.6518087926961256,1.465775129148317,0.0549,88.26,484.0,3.2557303813501326,3.9516133360820653,0.4418,0.2405,3,2.0,3789.0,4.781,-0.34,0.4451517591476823,0.467,299.83041,47.157459,15.438,12.675
533,CANDIDATE,4.0421184875241005,5.756004469470613,0.034992858102937396,1.70707196277051,8.089359861563768,0.03716544348921529,3.341754295662302,1.3839389745410868,0.1415,89.98,301.0,1.421048551715278,5.130643483398724,0.4418,0.2405,3,3.0,3789.0,4.781,-0.34,0.4451517591476823,0.467,299.83041,47.157459,15.438,12.675
535,CANDIDATE,4.452072092182249,5.677185295395077,0.006999942834593821,2.4394393107556303,7.012656499552236,0.02096846340960082,1.483412496388124,1.4436354751788103,0.2279,89.99,448.0,2.95137631899667,4.767531364442236,0.186,0.5256,3,3.0,5192.0,4.489,0.18,0.7886628259356132,0.856,299.13922,40.94902,13.04,11.292
536,FALSE POSITIVE,1.6254716585732774,5.595252554556092,0.7758023055331278,1.7393488368599332,6.221389028827749,0.016527247587017783,0.17631506127938382,1.1610137028387713,0.0336,77.07,1282.0,7.151564444827325,2.050105583529262,0.2979,0.3238,1,1.0,5970.0,4.564,-0.66,0.7295417326554281,0.847,292.85965,44.200642,15.282,13.686
537,CANDIDATE,4.113996409086113,5.786196122157023,0.012999633861177508,2.382497306496004,6.834755543293893,0.019648735668484265,1.3339664040969632,1.5782240342657727,0.1931,89.98,621.0,4.2509814380628255,4.485837709320849,0.2868,0.3588,1,1.0,5944.0,4.38,0.0,0.9381843900227396,1.024,296.54861,44.264671,14.143,12.723
538,CANDIDATE,2.6577632307192998,5.608350093473066,0.04997919006934867,1.4900165440184252,6.605299752039212,0.017456113460613994,2.605449571226931,0.6851279741045991,0.0533,89.89,425.0,2.7424139244953554,3.9581257307561817,0.3976,0.3142,1,1.0,3569.0,4.861,-0.16,0.37980281148010026,0.4,285.62854,44.31089,15.649,12.872
